CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2019,CA-508,"Black, African American or African",In_Combination,58
2019,CA-508,Hispanic/Latina/e/o,Alone,68
2019,CA-508,Hispanic/Latina/e/o,In_Combination,839
2019,CA-508,Native Hawaiian or Pacific Islander,Alone,19
2019,CA-508,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-508,White,Alone,1038
2019,CA-508,White,In_Combination,792
2019,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,58
2019,CA-509,Asian or Asian American,Alone,*
2019,CA-509,Asian or Asian American,In_Combination,*
2019,CA-509,"Black, African American or African",Alone,18
2019,CA-509,"Black, African American or African",In_Combination,14
2019,CA-509,Hispanic/Latina/e/o,Alone,*
2019,CA-509,Hispanic/Latina/e/o,In_Combination,123
2019,CA-509,Native Hawaiian or Pacific Islander,Alone,13
2019,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-509,White,Alone,526
2019,CA-509,White,In_Combination,124
2019,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,66
2019,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,316
2019,CA-510,Asian or Asian American,Alone,79
2019,CA-510,Asian or Asian American,In_Combination,97
2019,CA-510,"Black, African American or African",Alone,765
2019,CA-510,"Black, African American or African",In_Combination,370
2019,CA-510,Hispanic/Latina/e/o,Alone,210
2019,CA-510,Hispanic/Latina/e/o,In_Combination,2354
2019,CA-510,Native Hawaiian or Pacific Islander,Alone,41
2019,CA-510,Native Hawaiian or Pacific Islander,In_Combination,85
2019,CA-510,White,Alone,2334
2019,CA-510,White,In_Combination,2421
2019,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,70
2019,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,275
2019,CA-511,Asian or Asian American,Alone,181
2019,CA-511,Asian or Asian American,In_Combination,146
2019,CA-511,"Black, African American or African",Alone,3078
2019,CA-511,"Black, African American or African",In_Combination,533
2019,CA-511,Hispanic/Latina/e/o,Alone,279
2019,CA-511,Hispanic/Latina/e/o,In_Combination,2998
2019,CA-511,Native Hawaiian or Pacific Islander,Alone,93
2019,CA-511,Native Hawaiian or Pacific Islander,In_Combination,151
2019,CA-511,White,Alone,2286
2019,CA-511,White,In_Combination,3042
2019,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,39
2019,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,226
2019,CA-512,Asian or Asian American,Alone,166
2019,CA-512,Asian or Asian American,In_Combination,51
2019,CA-512,"Black, African American or African",Alone,646
2019,CA-512,"Black, African American or African",In_Combination,113
2019,CA-512,Hispanic/Latina/e/o,Alone,87
2019,CA-512,Hispanic/Latina/e/o,In_Combination,1421
2019,CA-512,Native Hawaiian or Pacific Islander,Alone,309
2019,CA-512,Native Hawaiian or Pacific Islander,In_Combination,49
2019,CA-512,White,Alone,1045
2019,CA-512,White,In_Combination,1281
2019,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,57
2019,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,107
2019,CA-513,Asian or Asian American,Alone,16
2019,CA-513,Asian or Asian American,In_Combination,*
2019,CA-513,"Black, African American or African",Alone,362
2019,CA-513,"Black, African American or African",In_Combination,77
2019,CA-513,Hispanic/Latina/e/o,Alone,114
2019,CA-513,Hispanic/Latina/e/o,In_Combination,1652
2019,CA-513,Native Hawaiian or Pacific Islander,Alone,24
2019,CA-513,Native Hawaiian or Pacific Islander,In_Combination,34
2019,CA-513,White,Alone,1146
2019,CA-513,White,In_Combination,1579
2019,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,60
2019,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,124
2019,CA-514,Asian or Asian American,Alone,56
2019,CA-514,Asian or Asian American,In_Combination,18
2019,CA-514,"Black, African American or African",Alone,717
2019,CA-514,"Black, African American or African",In_Combination,120
2019,CA-514,Hispanic/Latina/e/o,Alone,86
2019,CA-514,Hispanic/Latina/e/o,In_Combination,1365
2019,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-514,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-514,White,Alone,813
2019,CA-514,White,In_Combination,1285
2019,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,39
2019,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,131
2019,CA-515,Asian or Asian American,Alone,21
2019,CA-515,Asian or Asian American,In_Combination,31
2019,CA-515,"Black, African American or African",Alone,120
2019,CA-515,"Black, African American or African",In_Combination,104
2019,CA-515,Hispanic/Latina/e/o,Alone,23
2019,CA-515,Hispanic/Latina/e/o,In_Combination,341
2019,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-515,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-515,White,Alone,1030
2019,CA-515,White,In_Combination,404
2019,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,24
2019,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,70
2019,CA-516,Asian or Asian American,Alone,*
2019,CA-516,Asian or Asian American,In_Combination,*
2019,CA-516,"Black, African American or African",Alone,41
2019,CA-516,"Black, African American or African",In_Combination,16
2019,CA-516,Hispanic/Latina/e/o,Alone,*
2019,CA-516,Hispanic/Latina/e/o,In_Combination,55
2019,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-516,White,Alone,508
2019,CA-516,White,In_Combination,110
2019,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,16
2019,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,74
2019,CA-517,Asian or Asian American,Alone,*
2019,CA-517,Asian or Asian American,In_Combination,*
2019,CA-517,"Black, African American or African",Alone,50
2019,CA-517,"Black, African American or African",In_Combination,16
2019,CA-517,Hispanic/Latina/e/o,Alone,*
2019,CA-517,Hispanic/Latina/e/o,In_Combination,275
2019,CA-517,Native Hawaiian or Pacific Islander,Alone,12
2019,CA-517,Native Hawaiian or Pacific Islander,In_Combination,12
2019,CA-517,White,Alone,531
2019,CA-517,White,In_Combination,233
2019,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,15
2019,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,68
2019,CA-518,Asian or Asian American,Alone,13
2019,CA-518,Asian or Asian American,In_Combination,15
2019,CA-518,"Black, African American or African",Alone,453
2019,CA-518,"Black, African American or African",In_Combination,92
2019,CA-518,Hispanic/Latina/e/o,Alone,*
2019,CA-518,Hispanic/Latina/e/o,In_Combination,203
2019,CA-518,Native Hawaiian or Pacific Islander,Alone,19
2019,CA-518,Native Hawaiian or Pacific Islander,In_Combination,22
2019,CA-518,White,Alone,359
2019,CA-518,White,In_Combination,238
2019,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2019,CA-519,Asian or Asian American,Alone,15
2019,CA-519,Asian or Asian American,In_Combination,*
2019,CA-519,"Black, African American or African",Alone,118
2019,CA-519,"Black, African American or African",In_Combination,70
2019,CA-519,Hispanic/Latina/e/o,Alone,*
2019,CA-519,Hispanic/Latina/e/o,In_Combination,203
2019,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-519,Native Hawaiian or Pacific Islander,In_Combination,14
2019,CA-519,White,Alone,1232
2019,CA-519,White,In_Combination,243
2019,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,26
2019,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,201
2019,CA-520,Asian or Asian American,Alone,55
2019,CA-520,Asian or Asian American,In_Combination,36
2019,CA-520,"Black, African American or African",Alone,482
2019,CA-520,"Black, African American or African",In_Combination,124
2019,CA-520,Hispanic/Latina/e/o,Alone,123
2019,CA-520,Hispanic/Latina/e/o,In_Combination,1527
2019,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-520,Native Hawaiian or Pacific Islander,In_Combination,23
2019,CA-520,White,Alone,761
2019,CA-520,White,In_Combination,1389
2019,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2019,CA-521,Asian or Asian American,Alone,11
2019,CA-521,Asian or Asian American,In_Combination,*
2019,CA-521,"Black, African American or African",Alone,253
2019,CA-521,"Black, African American or African",In_Combination,53
2019,CA-521,Hispanic/Latina/e/o,Alone,12
2019,CA-521,Hispanic/Latina/e/o,In_Combination,367
2019,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-521,Native Hawaiian or Pacific Islander,In_Combination,12
2019,CA-521,White,Alone,447
2019,CA-521,White,In_Combination,332
2019,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,83
2019,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,115
2019,CA-522,Asian or Asian American,Alone,*
2019,CA-522,Asian or Asian American,In_Combination,*
2019,CA-522,"Black, African American or African",Alone,65
2019,CA-522,"Black, African American or African",In_Combination,36
2019,CA-522,Hispanic/Latina/e/o,Alone,12
2019,CA-522,Hispanic/Latina/e/o,In_Combination,126
2019,CA-522,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-522,Native Hawaiian or Pacific Islander,In_Combination,22
2019,CA-522,White,Alone,959
2019,CA-522,White,In_Combination,193
2019,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-523,Asian or Asian American,Alone,*
2019,CA-523,Asian or Asian American,In_Combination,*
2019,CA-523,"Black, African American or African",Alone,11
2019,CA-523,"Black, African American or African",In_Combination,*
2019,CA-523,Hispanic/Latina/e/o,Alone,12
2019,CA-523,Hispanic/Latina/e/o,In_Combination,136
2019,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-523,White,Alone,197
2019,CA-523,White,In_Combination,132
2019,CA-524,"Black, African American or African",Alone,*
2019,CA-524,"Black, African American or African",In_Combination,*
2019,CA-524,Hispanic/Latina/e/o,Alone,*
2019,CA-524,Hispanic/Latina/e/o,In_Combination,*
2019,CA-524,White,Alone,19
2019,CA-524,White,In_Combination,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,13
2019,CA-525,Asian or Asian American,Alone,*
2019,CA-525,Asian or Asian American,In_Combination,*
2019,CA-525,"Black, African American or African",Alone,17
2019,CA-525,"Black, African American or African",In_Combination,*
2019,CA-525,Hispanic/Latina/e/o,Alone,*
2019,CA-525,Hispanic/Latina/e/o,In_Combination,55
2019,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-525,White,Alone,260
2019,CA-525,White,In_Combination,58
2019,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,15
2019,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,40
2019,CA-526,Asian or Asian American,Alone,*
2019,CA-526,Asian or Asian American,In_Combination,*
2019,CA-526,"Black, African American or African",Alone,27
2019,CA-526,"Black, African American or African",In_Combination,11
2019,CA-526,Hispanic/Latina/e/o,Alone,*
2019,CA-526,Hispanic/Latina/e/o,In_Combination,120
2019,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-526,White,Alone,457
2019,CA-526,White,In_Combination,139
2019,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,19
2019,CA-527,Asian or Asian American,Alone,*
2019,CA-527,Asian or Asian American,In_Combination,*
2019,CA-527,"Black, African American or African",Alone,11
2019,CA-527,"Black, African American or African",In_Combination,*
2019,CA-527,Hispanic/Latina/e/o,Alone,*
2019,CA-527,Hispanic/Latina/e/o,In_Combination,48
2019,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-527,White,Alone,267
2019,CA-527,White,In_Combination,57
2019,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,25
2019,CA-529,Asian or Asian American,Alone,*
2019,CA-529,Asian or Asian American,In_Combination,*
2019,CA-529,"Black, African American or African",Alone,*
2019,CA-529,"Black, African American or African",In_Combination,13
2019,CA-529,Hispanic/Latina/e/o,Alone,*
2019,CA-529,Hispanic/Latina/e/o,In_Combination,49
2019,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-529,White,Alone,165
2019,CA-529,White,In_Combination,51
2019,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,13
2019,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-530,Asian or Asian American,Alone,*
2019,CA-530,Asian or Asian American,In_Combination,*
2019,CA-530,"Black, African American or African",Alone,*
2019,CA-530,"Black, African American or African",In_Combination,*
2019,CA-530,Hispanic/Latina/e/o,Alone,*
2019,CA-530,Hispanic/Latina/e/o,In_Combination,39
2019,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-530,White,Alone,93
2019,CA-530,White,In_Combination,37
2019,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,45
2019,CA-531,Asian or Asian American,Alone,*
2019,CA-531,Asian or Asian American,In_Combination,*
2019,CA-531,"Black, African American or African",Alone,*
2019,CA-531,"Black, African American or African",In_Combination,*
2019,CA-531,Hispanic/Latina/e/o,Alone,*
2019,CA-531,Hispanic/Latina/e/o,In_Combination,41
2019,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-531,White,Alone,489
2019,CA-531,White,In_Combination,75
2019,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,470
2019,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1324
2019,CA-600,Asian or Asian American,Alone,917
2019,CA-600,Asian or Asian American,In_Combination,312
2019,CA-600,"Black, African American or African",Alone,32780
2019,CA-600,"Black, African American or African",In_Combination,2427
2019,CA-600,Hispanic/Latina/e/o,Alone,3362
2019,CA-600,Hispanic/Latina/e/o,In_Combination,24643
2019,CA-600,Native Hawaiian or Pacific Islander,Alone,403
2019,CA-600,Native Hawaiian or Pacific Islander,In_Combination,501
2019,CA-600,White,Alone,16718
2019,CA-600,White,In_Combination,23370
2019,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,162
2019,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,416
2019,CA-601,Asian or Asian American,Alone,267
2019,CA-601,Asian or Asian American,In_Combination,157
2019,CA-601,"Black, African American or African",Alone,4122
2019,CA-601,"Black, African American or African",In_Combination,760
2019,CA-601,Hispanic/Latina/e/o,Alone,182
2019,CA-601,Hispanic/Latina/e/o,In_Combination,4438
2019,CA-601,Native Hawaiian or Pacific Islander,Alone,149
2019,CA-601,Native Hawaiian or Pacific Islander,In_Combination,242
2019,CA-601,White,Alone,5688
2019,CA-601,White,In_Combination,4292
2019,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,95
2019,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,484
2019,CA-602,Asian or Asian American,Alone,311
2019,CA-602,Asian or Asian American,In_Combination,136
2019,CA-602,"Black, African American or African",Alone,1527
2019,CA-602,"Black, African American or African",In_Combination,425
2019,CA-602,Hispanic/Latina/e/o,Alone,224
2019,CA-602,Hispanic/Latina/e/o,In_Combination,4823
2019,CA-602,Native Hawaiian or Pacific Islander,Alone,128
2019,CA-602,Native Hawaiian or Pacific Islander,In_Combination,128
2019,CA-602,White,Alone,4816
2019,CA-602,White,In_Combination,4527
2019,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,56
2019,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,155
2019,CA-603,Asian or Asian American,Alone,19
2019,CA-603,Asian or Asian American,In_Combination,15
2019,CA-603,"Black, African American or African",Alone,215
2019,CA-603,"Black, African American or African",In_Combination,80
2019,CA-603,Hispanic/Latina/e/o,Alone,63
2019,CA-603,Hispanic/Latina/e/o,In_Combination,1142
2019,CA-603,Native Hawaiian or Pacific Islander,Alone,13
2019,CA-603,Native Hawaiian or Pacific Islander,In_Combination,29
2019,CA-603,White,Alone,1242
2019,CA-603,White,In_Combination,1110
2019,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,32
2019,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2019,CA-604,Asian or Asian American,Alone,21
2019,CA-604,Asian or Asian American,In_Combination,12
2019,CA-604,"Black, African American or African",Alone,862
2019,CA-604,"Black, African American or African",In_Combination,112
2019,CA-604,Hispanic/Latina/e/o,Alone,19
2019,CA-604,Hispanic/Latina/e/o,In_Combination,1316
2019,CA-604,Native Hawaiian or Pacific Islander,Alone,17
2019,CA-604,Native Hawaiian or Pacific Islander,In_Combination,19
2019,CA-604,White,Alone,1274
2019,CA-604,White,In_Combination,1298
2019,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2019,CA-606,Asian or Asian American,Alone,51
2019,CA-606,Asian or Asian American,In_Combination,33
2019,CA-606,"Black, African American or African",Alone,1424
2019,CA-606,"Black, African American or African",In_Combination,142
2019,CA-606,Hispanic/Latina/e/o,Alone,44
2019,CA-606,Hispanic/Latina/e/o,In_Combination,722
2019,CA-606,Native Hawaiian or Pacific Islander,Alone,39
2019,CA-606,Native Hawaiian or Pacific Islander,In_Combination,27
2019,CA-606,White,Alone,633
2019,CA-606,White,In_Combination,712
2019,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,37
2019,CA-607,Asian or Asian American,Alone,31
2019,CA-607,Asian or Asian American,In_Combination,*
2019,CA-607,"Black, African American or African",Alone,454
2019,CA-607,"Black, African American or African",In_Combination,69
2019,CA-607,Hispanic/Latina/e/o,Alone,59
2019,CA-607,Hispanic/Latina/e/o,In_Combination,562
2019,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-607,Native Hawaiian or Pacific Islander,In_Combination,17
2019,CA-607,White,Alone,382
2019,CA-607,White,In_Combination,517
2019,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,86
2019,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,137
2019,CA-608,Asian or Asian American,Alone,63
2019,CA-608,Asian or Asian American,In_Combination,33
2019,CA-608,"Black, African American or African",Alone,1858
2019,CA-608,"Black, African American or African",In_Combination,249
2019,CA-608,Hispanic/Latina/e/o,Alone,112
2019,CA-608,Hispanic/Latina/e/o,In_Combination,2902
2019,CA-608,Native Hawaiian or Pacific Islander,Alone,57
2019,CA-608,Native Hawaiian or Pacific Islander,In_Combination,59
2019,CA-608,White,Alone,2668
2019,CA-608,White,In_Combination,2777
2019,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,69
2019,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,167
2019,CA-609,Asian or Asian American,Alone,48
2019,CA-609,Asian or Asian American,In_Combination,54
2019,CA-609,"Black, African American or African",Alone,2981
2019,CA-609,"Black, African American or African",In_Combination,440
2019,CA-609,Hispanic/Latina/e/o,Alone,94
2019,CA-609,Hispanic/Latina/e/o,In_Combination,2531
2019,CA-609,Native Hawaiian or Pacific Islander,Alone,46
2019,CA-609,Native Hawaiian or Pacific Islander,In_Combination,74
2019,CA-609,White,Alone,1670
2019,CA-609,White,In_Combination,2325
2019,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,70
2019,CA-611,Asian or Asian American,Alone,18
2019,CA-611,Asian or Asian American,In_Combination,18
2019,CA-611,"Black, African American or African",Alone,158
2019,CA-611,"Black, African American or African",In_Combination,91
2019,CA-611,Hispanic/Latina/e/o,Alone,43
2019,CA-611,Hispanic/Latina/e/o,In_Combination,1234
2019,CA-611,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-611,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-611,White,Alone,721
2019,CA-611,White,In_Combination,1249
2019,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,18
2019,CA-612,Asian or Asian American,Alone,*
2019,CA-612,Asian or Asian American,In_Combination,*
2019,CA-612,"Black, African American or African",Alone,137
2019,CA-612,"Black, African American or African",In_Combination,18
2019,CA-612,Hispanic/Latina/e/o,Alone,*
2019,CA-612,Hispanic/Latina/e/o,In_Combination,185
2019,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-612,White,Alone,114
2019,CA-612,White,In_Combination,173
2019,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-613,Asian or Asian American,Alone,*
2019,CA-613,Asian or Asian American,In_Combination,*
2019,CA-613,"Black, African American or African",Alone,33
2019,CA-613,"Black, African American or African",In_Combination,14
2019,CA-613,Hispanic/Latina/e/o,Alone,15
2019,CA-613,Hispanic/Latina/e/o,In_Combination,678
2019,CA-613,White,Alone,54
2019,CA-613,White,In_Combination,674
2019,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,34
2019,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,74
2019,CA-614,Asian or Asian American,Alone,*
2019,CA-614,Asian or Asian American,In_Combination,*
2019,CA-614,"Black, African American or African",Alone,107
2019,CA-614,"Black, African American or African",In_Combination,54
2019,CA-614,Hispanic/Latina/e/o,Alone,93
2019,CA-614,Hispanic/Latina/e/o,In_Combination,527
2019,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-614,Native Hawaiian or Pacific Islander,In_Combination,15
2019,CA-614,White,Alone,1137
2019,CA-614,White,In_Combination,558
2020,All,"American Indian, Alaska Native, or Indigenous",Alone,2690
2020,All,"American Indian, Alaska Native, or Indigenous",In_Combination,8884
2020,All,Asian or Asian American,Alone,4148
2020,All,Asian or Asian American,In_Combination,1934
2020,All,"Black, African American or African",Alone,68005
2020,All,"Black, African American or African",In_Combination,9425
2020,All,Hispanic/Latina/e/o,Alone,9083
2020,All,Hispanic/Latina/e/o,In_Combination,76179
2020,All,Native Hawaiian or Pacific Islander,Alone,2224
2020,All,Native Hawaiian or Pacific Islander,In_Combination,2384
2020,All,White,Alone,70587
2020,All,White,In_Combination,72185
2020,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,145
2020,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,951
2020,CA-500,Asian or Asian American,Alone,565
2020,CA-500,Asian or Asian American,In_Combination,176
2020,CA-500,"Black, African American or African",Alone,1454
2020,CA-500,"Black, African American or African",In_Combination,478
2020,CA-500,Hispanic/Latina/e/o,Alone,881
2020,CA-500,Hispanic/Latina/e/o,In_Combination,5290
2020,CA-500,Native Hawaiian or Pacific Islander,Alone,173
2020,CA-500,Native Hawaiian or Pacific Islander,In_Combination,173
2020,CA-500,White,Alone,2547
2020,CA-500,White,In_Combination,4707
2020,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,169
2020,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,679
2020,CA-501,Asian or Asian American,Alone,401
2020,CA-501,Asian or Asian American,In_Combination,180
2020,CA-501,"Black, African American or African",Alone,4476
2020,CA-501,"Black, African American or African",In_Combination,735
2020,CA-501,Hispanic/Latina/e/o,Alone,753
2020,CA-501,Hispanic/Latina/e/o,In_Combination,2337
2020,CA-501,Native Hawaiian or Pacific Islander,Alone,220
2020,CA-501,Native Hawaiian or Pacific Islander,In_Combination,172
2020,CA-501,White,Alone,2461
2020,CA-501,White,In_Combination,1885
2020,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,103
2020,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,531
2020,CA-502,Asian or Asian American,Alone,248
2020,CA-502,Asian or Asian American,In_Combination,123
2020,CA-502,"Black, African American or African",Alone,4536
2020,CA-502,"Black, African American or African",In_Combination,606
2020,CA-502,Hispanic/Latina/e/o,Alone,90
2020,CA-502,Hispanic/Latina/e/o,In_Combination,1726
2020,CA-502,Native Hawaiian or Pacific Islander,Alone,112
2020,CA-502,Native Hawaiian or Pacific Islander,In_Combination,161
2020,CA-502,White,Alone,1638
2020,CA-502,White,In_Combination,1483
2020,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,118
2020,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,422
2020,CA-503,Asian or Asian American,Alone,121
2020,CA-503,Asian or Asian American,In_Combination,123
2020,CA-503,"Black, African American or African",Alone,4167
2020,CA-503,"Black, African American or African",In_Combination,853
2020,CA-503,Hispanic/Latina/e/o,Alone,113
2020,CA-503,Hispanic/Latina/e/o,In_Combination,1750
2020,CA-503,Native Hawaiian or Pacific Islander,Alone,122
2020,CA-503,Native Hawaiian or Pacific Islander,In_Combination,124
2020,CA-503,White,Alone,3076
2020,CA-503,White,In_Combination,1791
2020,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,91
2020,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,351
2020,CA-504,Asian or Asian American,Alone,27
2020,CA-504,Asian or Asian American,In_Combination,25
2020,CA-504,"Black, African American or African",Alone,231
2020,CA-504,"Black, African American or African",In_Combination,76
2020,CA-504,Hispanic/Latina/e/o,Alone,57
2020,CA-504,Hispanic/Latina/e/o,In_Combination,675
2020,CA-504,Native Hawaiian or Pacific Islander,Alone,36
2020,CA-504,Native Hawaiian or Pacific Islander,In_Combination,45
2020,CA-504,White,Alone,1681
2020,CA-504,White,In_Combination,584
2020,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,66
2020,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,668
2020,CA-505,Asian or Asian American,Alone,83
2020,CA-505,Asian or Asian American,In_Combination,68
2020,CA-505,"Black, African American or African",Alone,2320
2020,CA-505,"Black, African American or African",In_Combination,314
2020,CA-505,Hispanic/Latina/e/o,Alone,58
2020,CA-505,Hispanic/Latina/e/o,In_Combination,1202
2020,CA-505,Native Hawaiian or Pacific Islander,Alone,80
2020,CA-505,Native Hawaiian or Pacific Islander,In_Combination,113
2020,CA-505,White,Alone,2009
2020,CA-505,White,In_Combination,797
2020,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,33
2020,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,92
2020,CA-506,Asian or Asian American,Alone,32
2020,CA-506,Asian or Asian American,In_Combination,42
2020,CA-506,"Black, African American or African",Alone,141
2020,CA-506,"Black, African American or African",In_Combination,82
2020,CA-506,Hispanic/Latina/e/o,Alone,68
2020,CA-506,Hispanic/Latina/e/o,In_Combination,1385
2020,CA-506,Native Hawaiian or Pacific Islander,Alone,31
2020,CA-506,Native Hawaiian or Pacific Islander,In_Combination,35
2020,CA-506,White,Alone,541
2020,CA-506,White,In_Combination,1319
2020,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,15
2020,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2020,CA-507,Asian or Asian American,Alone,20
